,Headline,Target
2302,"The health care plan for members of Congress ""is no better than the janitor who cleans their offices.""",true
2303,"A loophole ""still exists which allows members of Congress and high-powered executive branch appointees to exploit 'insider' knowledge of the financial industry in order to turn personal profit.""",true
2304,"""All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.""",true
2305,"""Now, there was a time when someone like Scalia and Ginsburg got 95-plus votes.""",true
2306,"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",true
2307,"Every year tobacco kills more Americans than did World War II — more than AIDS, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined.",true
2308,"Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of ""a postage stamp a day.""",true
2309,"In Texas, ""the No. 1 name for new male babies — many of whom will vote one day — is Jose.""",true
2310,"""Obama has more czars than the Romanovs.""",true
2311,"Contends that President Obama ""literally said (if) his cap-and-trade proposals were to pass, that utility rates, his words now, would, 'necessarily skyrocket.'""",true
2312,"""In the first round of repayments""  from financial institutions that received TARP money, ""the government has actually turned a profit.""",true
2313,"""President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent.""",true
2314,"""The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.""",true
2315,"""You've heard endlessly about waterboarding. It happened to three terrorists.""",true
2316,"""Nobody has ever escaped from one of our federal 'supermax' prisons.""",true
2317,"""The reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 World Trade Center bombing, the 'shoe bomber,' the 'Unabomber,' and many others.""",true
2318,"""Our government has now 'spent, lent, or committed' $12.8 trillion in its attempt to blunt the recession.""",true
2319,"""The president of the United States ... agrees with me"" that marriage should be between a man and a woman.",true
2320,Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,true
2321,"Washing your hands and covering your mouth when you cough ""makes a huge difference"" in reducing transmission of the flu.",true
2322,"In Iraq, ""civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year.""",true
2323,"""About halfway through fiscal year 2009, Washington has run out of money.""",true
2324,"""Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.""",true
2325,"""2008 was the deadliest year of the war (in Afghanistan) for American forces.""",true
2326,"The Republican leadership's budget proposal ""doesn't contain any numbers.""",true
2327,"Obama's budget plan would ""take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.""",true
2328,"""Warren (Buffett) still does support me.""",true
2329,"""Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.""",true
2330,"AIG ""said they were giving $57 million (in retention payments) to people who were being terminated.""",true
2331,"""Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.""",true
2332,"""I don't do earmarks. I've never done one. I'm not going to do one.""",true
2333,"""A middle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.""",true
2334,"""Teddy Roosevelt first called for (health care) reform nearly a century ago.""",true
2335,"""The president campaigned against this type of legislation.""",true
2336,"""We are making the largest investment in education in our nation’s history.""",true
2337,"The omnibus spending bill has ""9,427 pork barrel items.""",true
2338,"""When the salmonella source was finally identified, FDA officials had to wait for industry approval before they could go live with the [peanut] recall.""",true
2339,"If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.""",true
2340,"""Putting three Republicans in my Cabinet...is unprecedented.""",true
2341,"The stimulus bill contains ""$20 million for the removal of small to medium-sized fish passage barriers"" and ""$25 million to rehabilitate off-roading trails for ATVs.""",true
2342,"To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldn’t have spent $1 trillion.""",true
2343,"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",true
2344,"""The Capitol was built by slaves.""",true
2345,"""Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.""",true
2346,"""Sen. Obama has never taken on his party leaders on a single major issue.""",true
2347,"""Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me.""",true
2348,"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",true
